City,Country,Date,Temperature,Latitude,Longitude,Humidity,Cloudiness,Wind Speed
morgan city,US,1627340073,88.0,29.6994,-91.2068,79,74,6.31
lobatse,BW,1627340073,36.72,-25.2167,25.6667,50,1,2.64
alta floresta,BR,1627340074,79.7,-9.8756,-56.0861,35,57,2.73
luba,GQ,1627340074,75.09,3.4568,8.5547,80,97,8.16
oranjemund,NA,1627339936,59.58,-28.55,16.4333,67,0,5.48
saint-joseph,RE,1627340023,64.76,-21.3667,55.6167,78,45,12.17
haines junction,CA,1627340075,55.35,60.7522,-137.5108,76,100,1.14
sundumbili,ZA,1627340075,55.71,-29.1337,31.3975,64,77,10.76
skibbereen,IE,1627340075,57.0,51.55,-9.2667,88,100,9.35
gunjur,GM,1627340075,80.67,13.2019,-16.7339,83,40,8.05
fairbanks,US,1627339808,71.49,64.8378,-147.7164,51,75,12.66
ahipara,NZ,1627340058,58.26,-35.1667,173.1667,68,15,17.0
paramirim,BR,1627339988,72.3,-13.4425,-42.2389,54,58,5.5
derzhavinsk,KZ,1627340076,56.57,51.1,66.3167,58,2,6.89
dunda,TZ,1627340076,52.97,-8.1167,34.25,64,8,2.82
nevelsk,RU,1627340077,75.63,46.6733,141.8633,64,62,2.68
gari,RU,1627340077,55.24,59.4307,62.3497,70,36,8.28
talnakh,RU,1627340077,69.08,69.4865,88.3972,72,75,7.58
urucui,BR,1627340077,79.93,-7.2294,-44.5561,39,67,5.66
aksarka,RU,1627340078,47.91,66.5606,67.7975,94,81,4.99
pevek,RU,1627340078,36.64,69.7008,170.3133,88,89,15.66
coruripe,BR,1627340078,72.95,-10.1256,-36.1756,88,13,11.1
caravelas,BR,1627340071,70.29,-17.7125,-39.2481,83,4,4.59
wanning,CN,1627340079,80.58,18.8003,110.3967,87,76,7.2
nurota,UZ,1627340079,84.29,40.5614,65.6886,21,0,16.02
tongliao,CN,1627340079,78.33,43.6125,122.2653,77,57,10.22
meulaboh,ID,1627340080,76.39,4.1363,96.1285,89,54,5.32
rio grande city,US,1627340080,96.12,26.3798,-98.8203,29,35,13.27
molchanovo,RU,1627340080,51.62,57.5817,83.7692,98,100,8.21
malmyzh,RU,1627340080,59.41,56.5205,50.6818,62,54,10.51
marsabit,KE,1627340081,61.68,2.3284,37.9899,63,59,19.8
muisne,EC,1627340081,75.94,0.6,-80.0333,84,89,9.93
betsiamites,CA,1627340081,70.2,48.9413,-68.646,95,42,5.46
dingle,PH,1627340082,80.47,10.9995,122.6711,85,100,12.19
truro,GB,1627340082,65.55,50.2653,-5.0544,94,75,8.05
la libertad,EC,1627340083,73.06,-2.2333,-80.9,83,75,6.91
capanema,BR,1627339981,74.75,-1.1958,-47.1808,90,77,4.9
berbera,SO,1627340083,88.39,10.4396,45.0143,38,77,26.02
shelburne,CA,1627339809,82.56,44.0787,-80.2041,59,6,9.15
tuljapur,IN,1627340084,70.21,18.0,76.0833,89,70,14.27
forestville,US,1627340084,88.83,38.8451,-76.875,66,1,10.36
charters towers,AU,1627340084,63.3,-20.1,146.2667,69,28,10.85
leonforte,IT,1627340084,77.83,37.6443,14.4007,39,0,1.72
svrljig,RS,1627340085,73.87,43.4133,22.1211,73,51,3.71
svetlaya,RU,1627340085,73.65,46.5389,138.3297,84,99,3.78
kurumkan,RU,1627340085,67.48,54.3,110.3,63,42,2.55
sompeta,IN,1627340085,84.38,18.9333,84.6,70,100,6.35
wilmington,US,1627339966,87.71,34.2257,-77.9447,77,40,10.36
marzuq,YE,1627340032,74.44,14.4,46.4667,72,100,6.42
phangnga,TH,1627340086,85.91,8.4509,98.5298,94,84,3.53
twentynine palms,US,1627340086,92.16,34.1356,-116.0542,41,38,5.01
kiunga,PG,1627340086,72.72,-6.1219,141.2906,97,100,1.61
chunskiy,RU,1627340087,64.74,56.0815,99.6342,67,32,3.24
ginda,IN,1627340087,67.91,30.6945,78.4932,95,100,1.01
coahuayana,MX,1627340087,87.08,18.7333,-103.6833,71,47,5.19
daru,PG,1627340044,78.8,-9.0763,143.2092,81,89,17.2
riyadh,SA,1627340013,95.14,24.6877,46.7219,19,89,9.15
najran,SA,1627340088,86.65,17.4924,44.1277,34,81,0.78
springbok,ZA,1627340088,56.19,-29.6643,17.8865,36,2,6.62
pierre,US,1627340088,108.54,44.3683,-100.351,12,15,15.55
pingliang,CN,1627340089,67.14,35.5392,106.6861,60,84,4.23
kizukuri,JP,1627340089,74.1,40.8061,140.3861,76,93,11.68
tadine,NC,1627340089,72.0,-21.55,167.8833,58,99,15.01
mayo,US,1627340090,89.55,38.8876,-76.5119,70,84,1.01
mildura,AU,1627340001,50.07,-34.2,142.15,57,42,13.8
aleksandrov gay,RU,1627340090,67.87,50.147,48.5704,39,2,7.4
kurchum,KZ,1627340087,66.42,48.5722,83.6542,70,33,5.68
yar-sale,RU,1627340030,47.01,66.8333,70.8333,79,15,7.54
luganville,VU,1627340090,78.87,-15.5333,167.1667,85,65,10.94
voi,KE,1627340091,65.05,-3.3945,38.563,81,55,9.95
lahat,ID,1627340091,66.07,-3.8,103.5333,74,4,3.44
trstenik,RS,1627340091,70.45,43.6169,21.0025,78,45,4.18
tsivilsk,RU,1627340091,63.61,55.8611,47.4664,58,65,9.82
montefiascone,IT,1627340092,71.28,42.5393,12.0362,80,99,1.57
yambio,SS,1627340092,67.53,4.5721,28.3955,95,96,2.51
halifax,CA,1627340014,73.42,44.6453,-63.5724,89,75,1.99
huilong,CN,1627340092,79.03,31.8111,121.655,96,100,28.88
doha,QA,1627339919,96.78,25.2867,51.5333,69,0,8.05
narsaq,GL,1627340084,53.62,60.9167,-46.05,72,20,1.79
labuan,MY,1627340093,79.16,5.2767,115.2417,89,20,0.0
aykhal,RU,1627340093,77.72,66.0,111.5,45,14,2.55
miri,MY,1627340093,78.94,4.4148,114.0089,94,40,6.91
tairua,NZ,1627340094,56.08,-37.0167,175.85,82,40,13.8
deputatskiy,RU,1627340094,42.75,69.3,139.9,88,100,3.13
steinbach,DE,1627340094,68.49,50.1667,8.5667,76,20,6.91
arkhara,RU,1627340094,71.1,49.4212,130.0842,94,100,5.28
wick,GB,1627340095,59.05,58.4333,-3.0833,94,90,13.8
shirokiy,RU,1627340095,70.48,49.758,129.523,89,100,6.04
vilyuysk,RU,1627340095,71.06,63.7553,121.6247,66,43,6.17
nemuro,JP,1627340096,60.37,43.3236,145.575,99,100,14.94
keti bandar,PK,1627340096,82.56,24.1447,67.4497,83,100,21.43
viedma,AR,1627340086,41.67,-40.8135,-62.9967,73,37,21.77
tchollire,CM,1627340096,71.17,8.4022,14.1698,96,100,3.02
gribanovskiy,RU,1627340097,61.83,51.4579,41.9764,54,1,3.94
tripoli,LY,1627340097,79.66,32.8752,13.1875,62,0,16.87
muskegon,US,1627340097,86.94,43.3,-86.1334,46,75,6.91
rio grande,BR,1627340097,50.95,-32.035,-52.0986,94,100,17.43
mount gambier,AU,1627340098,48.11,-37.8333,140.7667,76,35,14.97
atar,MR,1627340098,96.08,20.5169,-13.0499,18,19,6.2
vidim,RU,1627340098,66.78,56.4088,103.1106,60,8,1.63
bulgan,MN,1627340099,58.15,48.8125,103.5347,80,68,1.36
hurricane,US,1627340099,89.6,37.1753,-113.2899,45,36,11.61
nerja,ES,1627340099,82.58,36.7585,-3.8873,77,5,5.64
cairns,AU,1627339977,74.1,-16.9167,145.7667,76,40,10.36
areka,ET,1627340099,56.08,7.0667,37.7,96,99,1.1
gasa,PS,1627340100,81.91,31.5,34.4667,78,0,6.67
nieuw amsterdam,SR,1627340100,84.22,5.8833,-55.0833,70,20,5.75
kungurtug,RU,1627340100,56.53,50.5994,97.5228,94,100,1.25
yima,CN,1627340101,74.86,34.7381,111.8839,82,15,2.51
ostrovnoy,RU,1627339965,45.99,68.0531,39.5131,85,100,23.51
ojinaga,MX,1627340101,105.57,29.5667,-104.4167,9,1,9.22
vrangel,RU,1627340101,77.27,42.7297,133.0839,85,40,2.44
gamba,GA,1627340093,70.57,-2.65,10.0,91,84,6.13
ilinskiy,RU,1627340103,66.88,55.619,38.1182,77,0,2.24
aswan,EG,1627340103,90.7,24.0934,32.907,23,0,6.91
norrtalje,SE,1627340104,68.85,59.758,18.705,81,100,5.26
tahta,EG,1627340016,84.52,26.7693,31.5021,25,0,6.76
mogadishu,SO,1627340104,75.99,2.0371,45.3438,82,82,21.74
friesach,AT,1627340104,65.97,46.9553,14.4058,97,91,2.55
markova,UA,1627340105,63.32,48.6758,24.4138,91,49,7.0
hofn,IS,1627340105,52.38,64.2539,-15.2082,81,96,7.23
rio gallegos,AR,1627340100,39.25,-51.6226,-69.2181,87,90,28.77
kisangani,CD,1627340106,74.43,0.5167,25.2,76,98,2.15
surt,LY,1627340106,79.47,31.2089,16.5887,69,0,14.85
primorka,RU,1627340106,77.77,47.2836,39.0625,43,94,14.12
arona,ES,1627340107,70.83,28.0996,-16.681,83,20,10.36
abu zabad,SD,1627340003,72.77,12.35,29.25,86,85,9.24
taunggyi,MM,1627340107,63.03,20.7833,97.0333,98,97,4.72
xining,CN,1627340108,54.1,36.6167,101.7667,87,85,2.66
puerto el triunfo,SV,1627340108,84.36,13.2833,-88.55,69,33,8.3
concarneau,FR,1627340108,64.06,47.875,-3.9225,95,100,6.53
coquimbo,CL,1627340108,56.93,-29.9533,-71.3436,82,20,11.5
hokitika,NZ,1627340109,52.32,-42.7167,170.9667,73,87,16.26
jinchang,CN,1627340109,76.03,38.4953,102.1739,28,100,6.62
tanout,NE,1627340109,79.75,14.9709,8.8879,62,100,16.2
barra,BR,1627340109,73.94,-11.0894,-43.1417,56,1,6.73
bay roberts,CA,1627340006,62.51,47.5999,-53.2648,81,15,5.99
rosetta,EG,1627340053,76.82,31.4044,30.4164,70,0,5.3
tezu,IN,1627340110,76.46,27.9167,96.1667,99,100,3.15
matara,LK,1627339997,78.93,5.9485,80.5353,89,94,10.78
cortez,US,1627340110,88.52,37.3489,-108.5859,63,95,7.29
ketchikan,US,1627340111,56.64,55.3422,-131.6461,94,100,5.32
concordia,AR,1627340111,55.47,-31.393,-58.0209,67,0,11.99
brigantine,US,1627340111,90.48,39.4101,-74.3646,90,91,8.84
bageshwar,IN,1627340111,71.91,29.85,79.7667,93,80,1.52
kasongo,CD,1627340112,71.1,-4.45,26.6667,38,91,4.25
mackay,AU,1627340112,67.05,-21.15,149.2,88,40,4.61
cockburn town,TC,1627340112,82.62,21.4612,-71.1419,83,10,14.12
newtonmore,GB,1627340113,61.48,57.066,-4.1192,92,88,1.9
sao joao da barra,BR,1627340113,71.91,-21.6403,-41.0511,80,0,17.6
gijon,ES,1627340113,67.46,43.5357,-5.6615,94,62,3.0
lichtenburg,ZA,1627340113,40.28,-26.152,26.1597,48,4,7.43
lake cowichan,CA,1627340114,81.32,48.825,-124.0546,35,0,4.7
plettenberg bay,ZA,1627340114,68.97,-34.0527,23.3716,34,29,16.8
awjilah,LY,1627340114,80.11,29.1081,21.2869,48,0,9.93
carinhanha,BR,1627340115,73.42,-14.3047,-43.765,36,37,3.11
dongsheng,CN,1627340115,66.31,39.8161,109.9776,59,0,7.29
ramhormoz,IR,1627340115,104.31,31.28,49.6035,8,30,7.47
shablykino,RU,1627340115,62.46,52.8566,35.1964,79,32,5.01
ypsonas,CY,1627340116,83.98,34.6884,32.9574,42,0,4.61
margate,GB,1627340077,64.9,51.3813,1.3862,88,45,1.99
yanam,IN,1627340116,82.71,16.7333,82.2167,69,81,7.83
danville,US,1627339882,88.23,36.586,-79.395,75,90,4.61
mersing,MY,1627340116,76.91,2.4312,103.8405,94,44,5.75
san quintin,MX,1627340117,72.55,30.4833,-115.95,71,18,10.27
zacualpan,MX,1627340117,86.72,21.25,-105.1667,79,92,6.15
socorro,US,1627339959,95.02,31.6546,-106.3033,34,92,3.11
